Matricula,Nome,CPF,Idade,Genero,EstadoCivil,PortadorNecessidadesEspeciais,PossuiCriancaMenorQue4anos,GrauEscolaridade,AreaFormacao,TreinamentoUltimoAno,Cargo,NivelCargo,AnosEmpresa,AnosCargoAtual,TipoProjeto,HorarioFlexivel,ViagemNegocios,OportunidadeUsarPlenamenteHabilidadesTrabalho,Departamento,AnosAtualGestor,Salario,PercepcaoValorBeneficios,AnosDesdeUltimaPromocao,RecebeuParticipacaoLucrosResultadosUltimos3anos,DistanciaCasa,TipoTransporte,ModalidadeTrabalho,SatisfacaoGestor,SatisfacaoRelacionamentoColegas,SatisfaçãoTrabalho,NívelEnvolvimentoTrabalho,AvaliacaoDesempenho,Absenteismo,HoraExtra,EquilíbrioEntreVidaProfissionalPessoal,Demitido
449,Vitoria Oliveira Guimarães,317.202.812-70,36,Feminino,Casado,Não,Sim,3,Ciência da Computação,2,Diretor(a) de Tecnologia,3,8,7,Outros,Sim,Nao_Viaja,2,Pesquisa e Desenvolvimento (P&D),5,15226.9,4,0,Não,8,Outro,Remoto,2,1,1,4,3,4,Não,3,Não
450,Ricardo Peixoto Mendes,428.902.837-39,30,Masculino,Divorciado,Não,Não,5,Marketing,2,Executivo(a) de Contas,2,8,7,Outros,Sim,Raramente_Viaja,3,Vendas,7,5304,3,7,Não,27,Transporte público,Presencial,3,4,4,3,4,3,Não,2,Não
451,Enzo Fernandes Andrade,594.767.185-95,30,Masculino,Divorciado,Sim,Não,2,Outros ,2,Executivo(a) de Contas,3,8,4,Outros,Sim,Raramente_Viaja,2,Vendas,7,7264,1,7,Não,8,Transporte público,Remoto,2,1,3,3,3,0,Não,4,Não
452,Miguel Teixeira Azevedo,647.558.093-71,36,Masculino,Solteiro,Não,Não,2,Bioinformática,3,Analista de QA,1,8,7,Inovação,Não,Frequentemente_Viaja,1,Pesquisa e Desenvolvimento (P&D),2,2505.6,2,7,Não,3,Carro Próprio,Remoto,2,3,2,3,3,4,Não,2,Sim
453,Marta Pereira Barbosa,038.334.358-52,32,Feminino,Solteiro,Não,Não,4,Bioinformática,2,Analista de QA,1,8,7,Sustentação,Sim,Nao_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,4830,3,7,Não,29,Carro Próprio,Presencial,3,2,3,3,3,0,Não,3,Não
454,Denise Castro Pires,340.521.787-34,38,Feminino,Divorciado,Não,Não,2,Bioinformática,3,Executivo(a) de Contas,2,8,0,Outros,Não,Raramente_Viaja,1,Vendas,7,5605,4,7,Não,7,Transporte público,Remoto,2,3,1,4,4,2,Sim,3,Não
455,Carla Nascimento Santos,486.039.293-00,28,Feminino,Casado,Não,Não,4,Marketing,2,Executivo(a) de Contas,2,8,7,Outros,Sim,Raramente_Viaja,2,Vendas,5,4779,1,7,Não,2,Outro,Presencial,1,1,2,3,4,2,Sim,3,Não
456,Antônia Borges Andrade,706.801.217-57,41,Feminino,Solteiro,Não,Não,4,Outros ,3,Arquiteto(a) de Soluções,2,8,7,Inovação,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,8615.92,3,0,Não,2,Transporte público,Presencial,4,1,3,2,3,2,Sim,3,Sim
457,Samuel Mendes Araújo,934.946.855-76,45,Masculino,Solteiro,Não,Não,2,Curso Técnico,3,SDR (Sales Development Representative),2,8,7,Outros,Não,Raramente_Viaja,4,Vendas,1,7958.4,1,3,Não,2,Carro Próprio,Presencial,3,1,3,1,3,0,Não,3,Sim
458,Leticia Oliveira Araújo,659.053.863-82,29,Feminino,Casado,Não,Não,3,Bioinformática,3,Arquiteto(a) de Soluções,2,8,7,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),1,5483.78,1,1,Não,27,Carro Próprio,Remoto,4,1,3,3,3,3,Não,2,Não
459,Tatiane Santos Moraes,788.278.470-22,46,Feminino,Casado,Não,Sim,3,Ciência da Computação,2,Executivo(a) de Contas,3,8,7,Outros,Não,Raramente_Viaja,2,Vendas,7,7314,3,0,Não,10,Carro Próprio,Presencial,2,3,2,3,4,3,Não,3,Não
460,Davi Cardoso Cunha,080.515.670-48,36,Masculino,Solteiro,Não,Não,3,Curso Técnico,2,Engenheiro(a) de Machine Learning,2,8,0,Inovação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,5830.5,2,7,Não,3,Outro,Remoto,3,4,2,3,3,0,Não,3,Sim
461,André Almeida Araújo,379.526.208-94,28,Masculino,Solteiro,Não,Não,2,Bioinformática,2,Arquiteto(a) de Soluções,2,8,3,Sustentação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,7161.16,3,0,Não,16,Outro,Remoto,1,3,1,4,3,1,Não,3,Não
462,João Barbosa Correia,923.817.193-93,31,Masculino,Casado,Não,Não,3,Curso Técnico,3,Executivo(a) de Contas,2,8,7,Outros,Sim,Raramente_Viaja,3,Vendas,7,6929,1,7,Não,7,Outro,Presencial,4,2,4,4,3,2,Não,2,Não
463,Bruna Melo Ferreira,157.508.247-05,43,Feminino,Solteiro,Não,Não,4,Ciência da Computação,5,Analista de QA,1,8,7,Sustentação,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,2946,4,1,Não,10,Carro Próprio,Remoto,3,1,4,3,3,0,Não,3,Sim
464,Manoel Siqueira Araújo,005.577.710-48,39,Masculino,Solteiro,Não,Não,2,Ciência da Computação,6,Diretor(a) de Operações,2,8,7,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,8161.2,3,1,Não,18,Outro,Presencial,2,1,3,3,3,0,Não,3,Sim
465,Felipe Pereira Lopes,990.460.426-69,34,Masculino,Casado,Não,Não,3,Bioinformática,1,Analista de QA,2,8,7,Inovação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,6514.8,1,7,Não,29,Transporte público,Remoto,3,1,3,3,3,4,Não,3,Não
466,Breno Duarte Freitas,325.827.364-22,50,Masculino,Casado,Não,Não,4,Bioinformática,2,Diretor(a) de Tecnologia,5,8,1,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,25008.1,2,7,Não,2,Outro,Presencial,3,4,3,3,3,2,Sim,2,Não
467,Beatriz Viana Bastos,506.731.562-81,37,Feminino,Casado,Não,Não,3,Bioinformática,2,Engenheiro(a) de Machine Learning,1,8,4,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,5116.8,4,7,Não,10,Carro Próprio,Remoto,2,1,2,3,3,4,Não,1,Não
468,Patricia Nunes Santos,942.262.706-06,26,Feminino,Casado,Não,Não,2,Bioinformática,2,Engenheiro(a) de Machine Learning,1,8,7,Sustentação,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,3075.8,3,1,Não,5,Carro Próprio,Presencial,2,1,3,2,3,0,Sim,3,Sim
469,Carlos Ribeiro Araújo,709.081.075-52,49,Masculino,Divorciado,Não,Não,4,Ciência da Computação,3,Arquiteto(a) de Soluções,3,8,7,Inovação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,10466,2,0,Não,7,Carro Próprio,Remoto,1,2,2,3,3,0,Não,3,Não
470,Gabriel Mendes Teixeira,666.580.791-61,55,Masculino,Casado,Não,Não,4,Bioinformática,3,Arquiteto(a) de Soluções,2,8,7,Sustentação,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,8077.02,4,6,Não,18,Outro,Remoto,2,4,2,3,3,1,Sim,3,Não
471,Aline Rocha Azevedo,260.385.013-04,44,Feminino,Casado,Não,Não,3,Ciência da Computação,2,Arquiteto(a) de Soluções,3,8,7,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,7879,3,6,Não,2,Outro,Remoto,3,2,4,4,3,0,Sim,3,Não
472,Helena Correia Fernandes,887.856.481-83,34,Feminino,Solteiro,Não,Não,3,Bioinformática,3,Arquiteto(a) de Soluções,3,8,7,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,8621,2,7,Não,9,Outro,Remoto,3,2,2,2,3,0,Não,4,Não
473,Manoel Viana Dias,139.547.748-52,28,Masculino,Casado,Não,Não,1,Ciência da Computação,2,Diretor(a) de Operações,2,8,6,Outros,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,11788.2,4,1,Não,29,Outro,Remoto,1,2,2,1,3,1,Não,2,Não
474,Antônio Cardoso Miranda,071.978.295-34,38,Masculino,Casado,Não,Não,2,Ciência da Computação,0,Executivo(a) de Contas,2,8,7,Outros,Sim,Nao_Viaja,4,Vendas,5,5249,2,7,Não,2,Transporte público,Remoto,3,4,4,2,3,3,Não,3,Não
475,Luciana Viana Ribeiro,255.426.899-14,38,Feminino,Solteiro,Não,Não,4,Ciência da Computação,2,Executivo(a) de Contas,2,8,3,Outros,Sim,Raramente_Viaja,4,Vendas,7,8686,2,0,Não,1,Transporte público,Presencial,3,3,4,2,4,0,Não,4,Sim
476,Enzo Borges Martins,403.553.630-03,32,Masculino,Divorciado,Não,Não,2,Bioinformática,2,Executivo(a) de Contas,2,8,7,Outros,Sim,Frequentemente_Viaja,3,Vendas,7,4668,1,0,Não,9,Transporte público,Presencial,3,4,4,1,3,0,Não,4,Sim
477,Antônia Melo Pires,463.719.511-06,26,Feminino,Casado,Não,Não,1,Ciência da Computação,3,Analista de RH,1,8,7,Inovação,Sim,Raramente_Viaja,3,Recursos Humanos,7,2942,2,5,Não,25,Carro Próprio,Remoto,3,4,3,3,4,0,Não,3,Não
478,Felipe Dias Gomes,330.560.889-76,39,Masculino,Solteiro,Não,Não,5,Ciência da Computação,3,Executivo(a) de Contas,3,8,7,Outros,Não,Raramente_Viaja,2,Vendas,7,7880,1,0,Não,2,Transporte público,Presencial,3,4,3,4,3,4,Não,3,Não
479,Eduardo Nascimento Martins,479.480.764-33,40,Masculino,Divorciado,Não,Não,4,Outros ,2,Analista de QA,2,8,7,Sustentação,Sim,Nao_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,4770,4,0,Não,9,Carro Próprio,Remoto,4,3,3,3,3,4,Não,4,Não
480,Adriana Correia Souza,995.636.666-82,33,Feminino,Casado,Não,Não,3,Bioinformática,5,Engenheiro(a) de Machine Learning,1,8,7,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),6,3582.8,4,1,Não,14,Transporte público,Remoto,2,4,2,3,3,0,Não,3,Não
481,Leandro Ramos Duarte,887.176.208-80,46,Masculino,Divorciado,Não,Não,2,Bioinformática,3,Diretor(a) de Operações,3,8,7,Outros,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,16267.5,2,0,Não,7,Carro Próprio,Remoto,3,2,3,3,3,0,Não,3,Não
482,Ricardo Teixeira Silva,177.807.527-47,49,Masculino,Solteiro,Sim,Sim,3,Ciência da Computação,2,Gerente de Projetos,4,8,7,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,15379,2,0,Não,1,Outro,Presencial,4,1,3,3,3,0,Não,3,Sim
483,Francisca Santos Miranda,064.021.307-37,30,Feminino,Casado,Não,Não,2,Ciência da Computação,4,Diretor(a) de Tecnologia,3,8,7,Outros,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,14840.8,4,1,Não,8,Transporte público,Presencial,2,3,1,4,3,1,Sim,2,Não
484,Vera Andrade Costa,472.506.012-70,36,Feminino,Solteiro,Não,Não,1,Bioinformática,2,Analista de QA,1,8,1,Inovação,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,2583.6,4,1,Não,18,Carro Próprio,Remoto,4,1,4,3,3,4,Não,3,Não
485,Tatiane Souza Nascimento,864.747.800-29,50,Feminino,Casado,Não,Não,3,Ciência da Computação,1,Diretor(a) de Tecnologia,5,8,3,Inovação,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,23623.6,1,0,Não,1,Outro,Remoto,2,1,2,3,3,2,Sim,2,Não
486,Silvia Pereira Araújo,339.738.682-98,32,Feminino,Casado,Não,Não,4,Bioinformática,2,Diretor(a) de Operações,2,8,7,Outros,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),3,12105,2,6,Não,3,Carro Próprio,Presencial,2,3,1,3,3,4,Não,4,Não
487,José Martins Ferreira,019.008.713-78,26,Masculino,Casado,Não,Não,2,Bioinformática,2,Diretor(a) de Operações,2,8,7,Outros,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),3,9849.6,3,1,Não,2,Outro,Remoto,3,2,4,4,3,3,Não,3,Não
488,Felipe Martins Silva,680.791.311-71,26,Masculino,Solteiro,Não,Não,4,Marketing,0,Executivo(a) de Contas,2,8,7,Outros,Não,Raramente_Viaja,3,Vendas,4,5828,1,7,Não,4,Carro Próprio,Presencial,3,2,4,2,3,0,Sim,3,Não
489,Felipe Peixoto Ribeiro,682.874.887-53,52,Masculino,Casado,Não,Não,4,Bioinformática,3,Engenheiro(a) de Machine Learning,2,8,2,Sustentação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,6423.3,2,7,Não,8,Outro,Remoto,2,1,2,2,3,3,Não,2,Não
490,Vitor Soares Cavalcanti,676.428.232-31,41,Masculino,Solteiro,Não,Não,3,Marketing,5,Executivo(a) de Contas,2,8,7,Outros,Sim,Frequentemente_Viaja,1,Vendas,7,9355,3,7,Não,4,Carro Próprio,Presencial,1,3,2,3,3,0,Não,3,Não
491,Michele Cavalcanti Nascimento,552.547.565-00,34,Feminino,Casado,Sim,Não,3,Marketing,2,Executivo(a) de Contas,2,8,7,Outros,Não,Raramente_Viaja,2,Vendas,7,6712,4,1,Não,28,Transporte público,Presencial,3,4,3,2,4,0,Não,3,Sim
492,Paula Viana Cavalcanti,166.134.238-82,32,Feminino,Solteiro,Não,Não,2,Ciência da Computação,2,Engenheiro(a) de Machine Learning,2,8,7,Inovação,Não,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,6497.4,3,0,Não,2,Carro Próprio,Remoto,4,4,3,3,3,0,Sim,3,Sim
493,Davi Costa Correia,670.633.883-47,35,Masculino,Solteiro,Não,Não,3,Curso Técnico,2,Executivo(a) de Contas,3,8,7,Outros,Não,Raramente_Viaja,2,Vendas,7,9582,2,4,Não,4,Outro,Presencial,1,1,1,3,4,0,Sim,3,Não
494,Gustavo Cunha Silva,373.275.623-89,37,Masculino,Casado,Não,Não,3,Ciência da Computação,3,Engenheiro(a) de Machine Learning,1,8,7,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,4633.2,4,1,Não,21,Outro,Remoto,2,1,1,4,3,0,Sim,2,Não
495,Enzo Martins Monteiro,804.134.258-27,47,Masculino,Casado,Não,Não,4,Curso Técnico,4,Engenheiro(a) de Machine Learning,2,8,7,Inovação,Sim,Nao_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,7107.1,4,1,Não,14,Carro Próprio,Remoto,2,3,2,3,3,0,Não,4,Não
496,Helena Pereira Peixoto,757.110.698-29,40,Feminino,Casado,Não,Não,2,Bioinformática,2,Arquiteto(a) de Soluções,2,8,7,Sustentação,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,5368.66,3,3,Não,2,Transporte público,Remoto,2,4,2,4,4,1,Não,3,Não
497,Gabriel Freitas Nunes,044.342.886-79,52,Masculino,Solteiro,Não,Não,3,Ciência da Computação,2,Executivo(a) de Contas,3,8,7,Outros,Sim,Raramente_Viaja,3,Vendas,7,8446,2,7,Não,5,Carro Próprio,Remoto,2,3,2,3,3,1,Sim,2,Não
498,Fernando Teixeira Pires,524.660.873-59,35,Masculino,Casado,Não,Não,3,Ciência da Computação,2,Arquiteto(a) de Soluções,3,8,7,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,7632,1,0,Não,16,Transporte público,Remoto,4,3,3,3,3,4,Sim,3,Sim
499,Camila Cunha Pereira,385.873.798-44,29,Feminino,Solteiro,Não,Não,1,Outros ,1,Arquiteto(a) de Soluções,3,8,7,Sustentação,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,7553,4,7,Não,14,Carro Próprio,Remoto,4,1,4,3,3,0,Sim,3,Não
500,Bruna Gomes Duarte,300.384.403-26,48,Feminino,Divorciado,Não,Não,4,Ciência da Computação,2,Executivo(a) de Contas,2,8,7,Outros,Sim,Raramente_Viaja,4,Vendas,7,6439,1,7,Não,16,Carro Próprio,Remoto,3,3,3,3,3,3,Não,3,Não
501,Patricia Santos Monteiro,132.167.333-78,39,Feminino,Casado,Não,Não,3,Recursos Humanos,3,Analista de RH,2,8,3,Outros,Sim,Raramente_Viaja,1,Recursos Humanos,6,6389,3,3,Não,3,Carro Próprio,Remoto,2,3,2,4,3,2,Não,1,Não
502,Davi Gomes Almeida,933.053.931-90,38,Masculino,Casado,Não,Não,4,Ciência da Computação,1,Diretor(a) de Operações,2,8,3,Outros,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,9577.8,1,7,Não,6,Transporte público,Presencial,2,4,3,2,3,0,Não,3,Sim
503,Fernanda Ribeiro Araújo,125.472.220-35,27,Feminino,Solteiro,Não,Não,2,Bioinformática,5,Executivo(a) de Contas,2,8,7,Outros,Sim,Raramente_Viaja,3,Vendas,7,6500,1,0,Não,2,Outro,Remoto,3,2,3,4,3,0,Não,2,Não
504,Aline Teixeira Cavalcanti,701.148.506-66,27,Feminino,Solteiro,Não,Não,4,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,8,2,Inovação,Não,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,3112.2,1,7,Não,17,Outro,Remoto,2,4,3,3,3,0,Sim,3,Não
505,Breno Pereira Costa,352.015.063-80,26,Masculino,Solteiro,Não,Não,2,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,8,5,Sustentação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),2,3737.5,3,2,Não,4,Carro Próprio,Remoto,3,2,4,3,4,0,Sim,2,Não
506,Gabriel Peixoto Soares,151.564.823-09,44,Masculino,Casado,Não,Não,2,Ciência da Computação,0,Engenheiro(a) de Machine Learning,1,8,7,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),1,3326.7,1,7,Não,9,Carro Próprio,Remoto,2,4,1,3,3,0,Sim,3,Não
507,Isabel Ferreira Rocha,248.986.406-80,45,Feminino,Casado,Não,Não,4,Ciência da Computação,3,Executivo(a) de Contas,2,8,7,Sustentação,Sim,Nao_Viaja,3,Vendas,7,5154,3,5,Não,2,Outro,Presencial,3,2,3,3,4,1,Não,4,Sim
508,Juliana Teixeira Cunha,036.805.597-39,33,Feminino,Casado,Não,Não,4,Ciência da Computação,3,Engenheiro(a) de Machine Learning,1,8,7,Inovação,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,3781.7,1,3,Não,3,Transporte público,Presencial,3,3,3,3,3,0,Sim,3,Não
509,Lucas Araújo Oliveira,652.491.346-96,52,Masculino,Solteiro,Não,Não,4,Ciência da Computação,4,Arquiteto(a) de Soluções,3,8,6,Sustentação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,10445,4,4,Não,7,Transporte público,Remoto,1,4,2,3,3,0,Não,3,Sim
510,Bruno Souza Borges,168.994.853-11,38,Masculino,Divorciado,Não,Não,4,Marketing,2,Executivo(a) de Contas,3,8,7,Sustentação,Não,Raramente_Viaja,4,Vendas,7,8740,1,2,Não,10,Carro Próprio,Presencial,3,2,3,2,3,1,Sim,3,Sim
511,Pedro Henrique Castro Vieira,909.210.754-99,26,Masculino,Casado,Não,Não,3,Ciência da Computação,3,Executivo(a) de Contas,2,8,7,Sustentação,Sim,Raramente_Viaja,2,Vendas,7,5296,4,7,Não,1,Transporte público,Presencial,2,2,3,3,3,4,Não,3,Sim
512,Luiz Rodrigues Nascimento,670.917.458-17,45,Masculino,Casado,Sim,Sim,3,Outros ,3,Executivo(a) de Contas,2,8,7,Outros,Sim,Raramente_Viaja,2,Vendas,7,4805,4,3,Não,2,Carro Próprio,Presencial,1,2,2,3,3,0,Não,4,Não
513,Caio Teixeira Lopes,682.529.090-86,35,Masculino,Solteiro,Não,Não,3,Outros ,3,Diretor(a) de Operações,3,8,5,Outros,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),6,15331.5,4,1,Não,7,Transporte público,Presencial,4,2,3,3,4,3,Não,4,Sim
514,Pedro Henrique Soares Cavalcanti,126.812.352-86,35,Masculino,Casado,Não,Não,4,Bioinformática,2,Analista de QA,1,8,0,Sustentação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,2709.6,1,1,Não,1,Transporte público,Remoto,2,2,3,2,3,1,Não,3,Não
515,Paula Correia Freitas,786.135.201-38,28,Feminino,Solteiro,Não,Não,3,Outros ,4,Engenheiro(a) de Machine Learning,2,8,7,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,4758,4,1,Não,10,Transporte público,Remoto,2,4,3,3,3,0,Não,4,Não
516,Vitoria Melo Campos,246.620.996-92,27,Feminino,Casado,Sim,Não,4,Marketing,3,Executivo(a) de Contas,2,8,7,Outros,Sim,Raramente_Viaja,2,Vendas,7,6214,4,0,Não,8,Transporte público,Presencial,2,1,2,3,3,0,Não,3,Não
517,Maria Campos Almeida,849.988.696-55,32,Feminino,Casado,Não,Não,3,Bioinformática,4,Analista de QA,1,8,0,Sustentação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,2844,4,0,Não,2,Outro,Remoto,1,3,2,3,3,1,Não,3,Não
518,Diego Azevedo Moreira,192.423.119-01,34,Masculino,Casado,Não,Não,4,Curso Técnico,3,Arquiteto(a) de Soluções,2,8,2,Sustentação,Não,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,6404.7,3,7,Não,10,Transporte público,Remoto,3,2,3,2,3,0,Não,2,Sim
519,Davi Moreira Lima,628.027.372-52,34,Masculino,Divorciado,Não,Não,4,Bioinformática,2,Executivo(a) de Contas,3,8,7,Outros,Não,Raramente_Viaja,2,Vendas,1,8628,4,1,Não,13,Transporte público,Presencial,3,3,3,3,3,0,Não,2,Não
520,Matheus Lima Cardoso,157.905.280-07,43,Masculino,Divorciado,Não,Não,5,Bioinformática,3,Analista de QA,2,8,7,Sustentação,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,6814.8,1,4,Não,9,Carro Próprio,Remoto,3,2,3,3,3,0,Sim,3,Não
521,Marta Vieira Peixoto,534.177.822-79,34,Feminino,Divorciado,Não,Não,3,Curso Técnico,3,SDR (Sales Development Representative),1,8,2,Outros,Sim,Raramente_Viaja,3,Vendas,6,3094.8,2,0,Não,14,Transporte público,Remoto,4,4,3,3,3,0,Sim,3,Não
522,Francisco Cunha Moreira,693.616.215-05,43,Masculino,Casado,Sim,Não,3,Ciência da Computação,2,Diretor(a) de Tecnologia,5,8,7,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,25662,2,0,Não,3,Transporte público,Presencial,4,2,4,1,3,4,Não,3,Sim
523,Vera Pires Oliveira,901.329.564-97,30,Feminino,Solteiro,Não,Não,2,Bioinformática,3,Diretor(a) de Operações,2,8,4,Outros,Não,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,8451,1,1,Não,9,Transporte público,Remoto,2,3,3,3,3,0,Sim,3,Sim
524,Isabel Ferreira Vieira,298.962.677-82,43,Feminino,Casado,Não,Não,3,Ciência da Computação,1,Diretor(a) de Operações,3,8,7,Outros,Não,Frequentemente_Viaja,1,Pesquisa e Desenvolvimento (P&D),1,16230,4,0,Não,27,Outro,Presencial,2,3,1,3,3,0,Não,3,Não
525,Fernanda Pereira Borges,226.399.199-97,39,Feminino,Casado,Não,Não,1,Ciência da Computação,3,Analista de QA,1,8,3,Sustentação,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,4506,3,0,Não,8,Transporte público,Remoto,3,1,3,3,3,2,Não,3,Não
526,Theo Rodrigues Viana,983.656.793-37,40,Masculino,Casado,Não,Não,2,Bioinformática,5,Executivo(a) de Contas,2,8,4,Outros,Sim,Raramente_Viaja,1,Vendas,1,5473,4,7,Não,9,Outro,Presencial,2,4,1,3,3,0,Não,4,Não
527,Antônia Peixoto Barbosa,142.246.709-09,48,Feminino,Casado,Não,Não,4,Outros ,3,Engenheiro(a) de Machine Learning,1,8,2,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),6,3077.1,1,7,Não,15,Transporte público,Presencial,1,4,1,3,3,0,Não,2,Sim
528,Arthur Duarte Freitas,689.414.001-47,26,Masculino,Casado,Não,Não,4,Bioinformática,2,Analista de QA,1,8,7,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),7,5304,4,0,Não,3,Outro,Remoto,4,2,4,4,4,0,Não,3,Não
529,Gabriel Gomes Santos,343.858.779-39,45,Masculino,Divorciado,Não,Não,3,Bioinformática,2,Arquiteto(a) de Soluções,3,7,7,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),7,10851,2,0,Não,20,Transporte público,Remoto,2,2,1,1,3,4,Sim,3,Não
530,Vinicius Soares Silva,916.833.561-01,29,Masculino,Casado,Não,Não,4,Outros ,4,Analista de QA,1,7,7,Sustentação,Não,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,2542.8,3,0,Não,8,Outro,Presencial,2,4,1,1,3,2,Sim,2,Sim
531,André Miranda Ramos,780.212.919-23,36,Masculino,Divorciado,Não,Não,4,Curso Técnico,3,Executivo(a) de Contas,2,7,7,Outros,Sim,Nao_Viaja,3,Vendas,7,5079,3,0,Não,8,Outro,Remoto,4,4,4,3,3,0,Não,3,Não
532,Michele Freitas Moraes,194.885.317-54,27,Feminino,Solteiro,Não,Não,3,Ciência da Computação,2,Executivo(a) de Contas,2,7,7,Outros,Não,Frequentemente_Viaja,3,Vendas,7,9981,2,0,Não,20,Transporte público,Presencial,3,4,3,3,3,4,Não,3,Não
533,Michele Moreira Monteiro,763.276.655-35,38,Feminino,Solteiro,Não,Não,4,Marketing,2,Executivo(a) de Contas,2,7,7,Outros,Não,Raramente_Viaja,3,Vendas,5,4028,2,0,Não,7,Outro,Presencial,4,1,4,2,4,0,Não,3,Sim
534,Fernando Oliveira Bastos,417.591.368-83,26,Masculino,Solteiro,Não,Não,3,Bioinformática,5,Analista de QA,1,7,7,Sustentação,Não,Nao_Viaja,4,Pesquisa e Desenvolvimento (P&D),7,3084,3,5,Não,7,Transporte público,Remoto,4,3,4,3,4,0,Não,3,Não
535,Guilherme Barbosa Dias,087.278.373-19,27,Masculino,Divorciado,Não,Não,3,Outros ,3,Analista de QA,1,7,7,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),7,4879.2,1,0,Não,19,Carro Próprio,Remoto,1,1,1,2,3,4,Não,3,Não
536,Thiago Correia Ribeiro,541.239.393-41,35,Masculino,Casado,Não,Não,4,Ciência da Computação,2,Executivo(a) de Contas,2,7,7,Outros,Sim,Raramente_Viaja,2,Vendas,7,8966,3,1,Não,17,Outro,Presencial,2,4,1,3,3,4,Sim,3,Não
